channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479042141.679629,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75486.40078144084,-90614.77668461522,-187500.02235174447,1479042141.695787,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74968.3991036891,-90672.17596437645,-187500.02235174447,1479042142.175587,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75047.1666511496,-90995.04691303337,-187500.02235174447,1479042142.175977,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75574.7348755282,-90971.35406391074,-187500.02235174447,1479042142.176313,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75564.27425912312,-90643.07399309565,-187500.02235174447,1479042142.176642,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75028.39118580714,-90605.634821133,-187500.02235174447,1479042142.176984,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74954.58572561572,-90918.38042955166,-187500.02235174447,1479042142.177312,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75488.41243844181,-91009.91082309614,-187500.02235174447,1479042142.177638,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75623.52873367415,-90698.34985713361,-187500.02235174447,1479042142.177975,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75108.4327827016,-90578.94683825337,-187500.02235174447,1479042142.178311,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74920.00757694335,-90896.36396126318,-187500.02235174447,1479042142.178639,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75409.4437252812,-91045.740669458,-187500.02235174447,1479042142.178977,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75668.6122022405,-90771.14948882455,-187500.02235174447,1479042142.179292,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75223.63367362424,-90592.06731224863,-187500.02235174447,1479042142.179508,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74908.3846698266,-90839.92580651354,-187500.02235174447,1479042142.17972,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75302.26711061802,-91041.1362101002,-187500.02235174447,1479042142.17993,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75659.71620794729,-90797.36808507063,-187500.02235174447,1479042142.18014,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75298.75788673853,-90568.50857359274,-187500.02235174447,1479042142.180374,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74896.3817830541,-90771.82004115821,-187500.02235174447,1479042142.180659,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75197.57153958935,-91044.13134385721,-187500.02235174447,1479042142.18099,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75649.23323979774,-90861.62935037963,-187500.02235174447,1479042142.181219,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75394.57981521843,-90581.91962026592,-187500.02235174447,1479042142.181447,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74911.5809692837,-90699.1098164451,-187500.02235174447,1479042142.181664,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75092.63009937169,-91022.36074475775,-187500.02235174447,1479042142.181901,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75613.87278006945,-90929.95863317951,-187500.02235174447,1479042142.182117,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75494.6709268893,-90629.0370975777,-187500.02235174447,1479042142.182338,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74979.39616196111,-90670.63369400904,-187500.02235174447,1479042142.182554,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75021.90917991509,-90992.07413102081,-187500.02235174447,1479042142.18277,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75557.25581136416,-90981.18883147107,-187500.02235174447,1479042142.182995,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75565.07892192352,-90652.12644960004,-187500.02235174447,1479042142.183194,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75037.13071788916,-90622.17511202993,-187500.02235174447,1479042142.183387,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74949.42247264653,-90939.56988329529,-187500.02235174447,1479042142.183579,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75473.28030744557,-91023.99242210298,-187500.02235174447,1479042142.18377,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75622.85818134049,-90707.87170027157,-187500.02235174447,1479042142.183966,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75124.61544568723,-90592.02260875973,-187500.02235174447,1479042142.184159,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74895.24184408688,-90856.64491136611,-187500.02235174447,1479042142.184361,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75373.2338992636,-91046.7912014474,-187500.02235174447,1479042142.184552,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75661.19142308133,-90769.0260731013,-187500.02235174447,1479042142.184749,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75228.10402251531,-90596.3811989285,-187500.02235174447,1479042142.184942,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74899.175751111,-90831.16392268705,-187500.02235174447,1479042142.185147,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75273.67922945968,-91053.40731780617,-187500.02235174447,1479042142.185348,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75663.40424578241,-90834.56138784425,-187500.02235174447,1479042142.185513,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75326.27288416302,-90598.57166988513,-187500.02235174447,1479042142.185723,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74906.12714363661,-90765.76271841083,-187500.02235174447,1479042142.185927,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75165.49678629599,-91025.71350642604,-187500.02235174447,1479042142.186112,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75623.48403018524,-90864.28920796982,-187500.02235174447,1479042142.186292,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75390.62355644985,-90586.34526566807,-187500.02235174447,1479042142.186477,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74916.20778038594,-90706.99998223782,-187500.02235174447,1479042142.186654,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75074.45813112952,-91010.64843066316,-187500.02235174447,1479042142.186829,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75589.91171001336,-90924.16953136558,-187500.02235174447,1479042142.187007,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75480.85754881591,-90609.8369490906,-187500.02235174447,1479042142.187181,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74954.11633898214,-90634.60268194709,-187500.02235174447,1479042142.187354,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74974.43407469202,-90959.39588062714,-187500.02235174447,1479042142.187527,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75517.73792716717,-90976.49496513545,-187500.02235174447,1479042142.187709,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75570.59980280398,-90681.18371739193,-187500.02235174447,1479042142.187882,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75048.23953488345,-90620.27521375123,-187500.02235174447,1479042142.188056,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74932.05516720476,-90930.7632959799,-187500.02235174447,1479042142.188229,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75432.57778079246,-90999.56196541333,-187500.02235174447,1479042142.188416,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75603.56862587556,-90705.97180199287,-187500.02235174447,1479042142.188576,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75113.75249788196,-90578.0304167307,-187500.02235174447,1479042142.188734,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74884.11067534813,-90856.06376601027,-187500.02235174447,1479042142.188893,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75339.57217211393,-91033.62602396322,-187500.02235174447,1479042142.189056,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75647.98154210825,-90781.36423604062,-187500.02235174447,1479042142.189215,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75225.28770271393,-90572.88951550597,-187500.02235174447,1479042142.189388,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74875.54995722175,-90800.184404872,-187500.02235174447,1479042142.189549,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75240.46453719909,-91026.22759654852,-187500.02235174447,1479042142.189717,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75635.15164079091,-90814.17659690102,-187500.02235174447,1479042142.189882,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75311.8783607338,-90559.9702072108,-187500.02235174447,1479042142.190102,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74874.23120429888,-90734.24675872884,-187500.02235174447,1479042142.190286,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75144.46379476355,-91031.03322160641,-187500.02235174447,1479042142.190492,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75616.97967254874,-90868.42428069405,-187500.02235174447,1479042142.190687,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75401.73237344413,-90579.14800395347,-187500.02235174447,1479042142.19084,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-74905.00955641385,-90670.79015622022,-187500.02235174447,1479042142.190992,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75023.51850551588,-90967.10723246423,-187500.02235174447,1479042142.191181,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75553.50071829566,-90919.43096154106,-187500.02235174447,1479042142.191333,0
-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-75483.18213023926,-90615.55899567116,-187500.02235174447,1479042142.191485,0
